iter	Logloss
0	0.544427497
1	0.4358612677
2	0.3570580686
3	0.298532392
4	0.2559455667
5	0.2231744134
6	0.1999307346
7	0.1828950598
8	0.1686936132
9	0.1559522573
10	0.1476288496
11	0.1410955826
12	0.1366632696
13	0.1334462702
14	0.129380926
15	0.1263071407
16	0.1243579624
17	0.1229066516
18	0.1210640795
19	0.1192891618
20	0.117978932
21	0.1167656741
22	0.1159726535
23	0.1155220954
24	0.1147109566
25	0.1137728345
26	0.1135205489
27	0.1121131731
28	0.1114835064
29	0.1102256574
30	0.1091296793
31	0.108263762
32	0.1079206303
33	0.1072744851
34	0.1064881893
35	0.1063376296
36	0.1059674441
37	0.1053629898
38	0.1049792174
39	0.1044320606
40	0.10431219
41	0.1038786129
42	0.103717929
43	0.1031460332
44	0.1026771326
45	0.1020751883
46	0.1020123662
47	0.10132145
48	0.1012512797
49	0.100701995
50	0.100273383
51	0.09996057889
52	0.09973031009
53	0.09962693327
54	0.09878981463
55	0.09872763317
56	0.09868269964
57	0.09862045432
58	0.09856572333
59	0.09849720603
60	0.09783834638
61	0.09735184951
62	0.09729297556
63	0.09707188144
64	0.09703175324
65	0.096579776
66	0.09654169711
67	0.09648226531
68	0.09638025435
69	0.09551673841
70	0.09546385038
71	0.09521137474
72	0.09479057268
73	0.0946258889
74	0.09379923482
75	0.09375189468
76	0.09358152106
77	0.09333067727
78	0.09319810545
79	0.09316462288
80	0.09313520886
81	0.09269962195
82	0.09266030755
83	0.09253613726
84	0.09249646082
85	0.09190349231
86	0.09159008548
87	0.09129715071
88	0.0906713538
89	0.09061893285
90	0.09058446177
91	0.09031757467
92	0.08974321679
93	0.08963786137
94	0.08928408805
95	0.08882505114
96	0.08879468556
97	0.08868299404
98	0.08829224275
99	0.08825246392
100	0.08822018571
101	0.08748870907
102	0.08702866782
103	0.0866306629
104	0.0865750487
105	0.08653997042
106	0.08637919582
107	0.08570011347
108	0.08527116084
109	0.08523882194
110	0.08480911302
111	0.08423255146
112	0.08390914292
113	0.08355551632
114	0.08352159649
115	0.08341061825
116	0.08330774175
117	0.08296281591
118	0.0828443286
119	0.08240543074
120	0.08235247886
121	0.08226011548
122	0.0820091474
123	0.08159946089
124	0.08157160009
125	0.08133874206
126	0.08128821764
127	0.08107678667
128	0.08088729312
129	0.08080313756
130	0.08030855319
131	0.08024591943
132	0.0797159338
133	0.07968911349
134	0.07935054591
135	0.07908373402
136	0.07877642131
137	0.07862212715
138	0.07855021789
139	0.07804175748
140	0.07774199078
141	0.07748500906
142	0.07746304315
143	0.07710512791
144	0.07697346755
145	0.07694486181
146	0.07679603927
147	0.07666529247
148	0.07648591779
149	0.07606487005
150	0.07589011332
151	0.07556073759
152	0.07547711561
153	0.0754275161
154	0.07540873869
155	0.0751511197
156	0.07483445338
157	0.07418305556
158	0.07415293644
159	0.07403953127
160	0.0736249653
161	0.07319223887
162	0.07267055237
163	0.07262774073
164	0.07247609016
165	0.07228578832
166	0.07222728064
167	0.07173219463
168	0.07139150385
169	0.07128761589
170	0.07126854504
171	0.07096706759
172	0.07091895137
173	0.07030860324
174	0.0702849738
175	0.06984567537
176	0.06959408294
177	0.06942317284
178	0.06923776763
179	0.06920160849
180	0.06889793922
181	0.06849414786
182	0.06842552369
183	0.06802903346
184	0.067996242
185	0.06763960501
186	0.06760566223
187	0.0673310597
188	0.06707851809
189	0.06699705493
190	0.0664590425
191	0.06638825131
192	0.06630296
193	0.06627490023
194	0.06589437362
195	0.06571820565
196	0.06565833817
197	0.06553384225
198	0.06514120814
199	0.06458602086
200	0.06433956836
201	0.06425805559
202	0.06423822977
203	0.06393944076
204	0.0638965555
205	0.06386644087
206	0.06373600915
207	0.06350042837
208	0.0630138687
209	0.06259952834
210	0.06239489422
211	0.0622127229
212	0.06206571376
213	0.0618241402
214	0.0615916268
215	0.06156158051
216	0.0614946853
217	0.0614645018
218	0.06144894746
219	0.06127064282
220	0.0610153365
221	0.06100134171
222	0.06095804743
223	0.06061118178
224	0.06038008649
225	0.06014443209
226	0.05978640154
227	0.05977210144
228	0.05974971384
229	0.05965889101
230	0.05964256639
231	0.0595536992
232	0.05936319972
233	0.05928421337
234	0.05905481723
235	0.05884098914
236	0.05883055652
237	0.05863703188
238	0.05862642403
239	0.05836743733
240	0.05821569097
241	0.05812637649
242	0.05809910784
243	0.05806121842
244	0.05805099241
245	0.0578445689
246	0.05777054171
247	0.05737764504
248	0.05725927886
249	0.05697246989
250	0.05694922308
251	0.05680005248
252	0.05669101273
253	0.0566086492
254	0.05659951963
255	0.05611401628
256	0.05601692991
257	0.05580554987
258	0.05557035516
259	0.05554669142
260	0.05553888232
261	0.05515516721
262	0.0551389376
263	0.05480174406
264	0.05451686381
265	0.05450848103
266	0.05421815792
267	0.05397293564
268	0.05380140066
269	0.05379311974
270	0.05359496342
271	0.05342543844
272	0.05323720678
273	0.05314718457
274	0.05312236396
275	0.05302589113
276	0.05290719773
277	0.05288504894
278	0.05260292891
279	0.05259580512
280	0.05244049765
281	0.05226611405
282	0.05211313799
283	0.05205877486
284	0.05200240146
285	0.05177099664
286	0.05176184728
287	0.05148880404
288	0.05133608262
289	0.05108894376
290	0.05107413805
291	0.05094696609
292	0.05080607377
293	0.05072336495
294	0.05067051493
295	0.05047832039
296	0.05032504192
297	0.05023548876
298	0.05014161913
299	0.04990411069
300	0.04961695088
301	0.04947362318
302	0.04940072568
303	0.0491746034
304	0.04909005215
305	0.04908307336
306	0.04867528484
307	0.04851146
308	0.04850447989
309	0.04828063203
310	0.04803919792
311	0.04764587416
312	0.04764006675
313	0.04737747672
314	0.04730960224
315	0.04719722621
316	0.047186697
317	0.04700312987
318	0.0468417664
319	0.04683232505
320	0.04672874887
321	0.04672216485
322	0.04671010406
323	0.04660845133
324	0.04630659612
325	0.04605120193
326	0.04575919221
327	0.0456933495
328	0.04546321659
329	0.04535788967
330	0.04534897569
331	0.04518441304
332	0.04500143397
333	0.04495271293
334	0.04484233041
335	0.04469273271
336	0.04468699892
337	0.04446281249
338	0.04445709916
339	0.04431812224
340	0.04412723617
341	0.04397862262
342	0.04382477706
343	0.04378731236
344	0.0437815064
345	0.04366090777
346	0.04353882307
347	0.04348885017
348	0.04340423295
349	0.04327461425
350	0.0430806831
351	0.04297391472
352	0.04281785703
353	0.04266542219
354	0.04250070385
355	0.04237218291
356	0.04236126579
357	0.04231973742
358	0.04231218033
359	0.04218777544
360	0.04209486015
361	0.04202215818
362	0.04191822404
363	0.04163510152
364	0.04152472163
365	0.04125044474
366	0.04124393843
367	0.0411402501
368	0.04112791751
369	0.04111898638
370	0.04094611787
371	0.04070911634
372	0.04065783286
373	0.04042565526
374	0.04034459241
375	0.04026125371
376	0.04021396911
377	0.04020563093
378	0.04020106443
379	0.04019688188
380	0.04012951827
381	0.0398902335
382	0.03967879474
383	0.03967469901
384	0.03962385846
385	0.03950780838
386	0.0393871885
387	0.03937341392
388	0.03936908677
389	0.03933132071
390	0.03913857162
391	0.03912874329
392	0.038968229
393	0.03884683753
394	0.03870817542
395	0.0386298757
396	0.03862364264
397	0.03850972408
398	0.03847621301
399	0.03842110204
400	0.03841546364
401	0.03834857925
402	0.03828487808
403	0.03811197553
404	0.03791948861
405	0.03791424644
406	0.0377640707
407	0.03775619735
408	0.03765538205
409	0.03754067909
410	0.03740979349
411	0.03738729942
412	0.03737982822
413	0.03735765886
414	0.03706126709
415	0.03702279383
416	0.0368142186
417	0.03664573148
418	0.03664060819
419	0.03663708297
420	0.03644297317
421	0.03643997321
422	0.03627696576
423	0.03627364465
424	0.03615480823
425	0.03614779593
426	0.03611687579
427	0.03611041448
428	0.0358425898
429	0.03583947307
430	0.03575341822
431	0.03565692836
432	0.0355641702
433	0.03533198099
434	0.03521556041
435	0.03521220567
436	0.03498622166
437	0.03494716707
438	0.03486461552
439	0.03486126618
440	0.03472690313
441	0.03464946525
442	0.0346003786
443	0.03451510629
444	0.03444123123
445	0.0344229296
446	0.03431936767
447	0.0341344612
448	0.03401963171
449	0.03401568441
450	0.03399687837
451	0.03381852663
452	0.0338158593
453	0.03370383951
454	0.0336300163
455	0.03350135643
456	0.033492308
457	0.03343443878
458	0.0332878392
459	0.03313681719
460	0.03313380932
461	0.03298485325
462	0.03294211062
463	0.0329382479
464	0.03293189965
465	0.03284656546
466	0.0328148356
467	0.03268558265
468	0.03268289289
469	0.03240302669
470	0.03239737153
471	0.03232703739
472	0.03230308391
473	0.0321525241
474	0.03208009208
475	0.03200835026
476	0.03200389314
477	0.03187541231
478	0.03187261871
479	0.03165192741
480	0.03164585137
481	0.03160729894
482	0.03160435163
483	0.0315336367
484	0.03153153065
485	0.03146671246
486	0.0313802218
487	0.03136445781
488	0.03132621491
489	0.03132408946
490	0.03120474124
491	0.03118535558
492	0.03096879564
493	0.03086047589
494	0.03072691782
495	0.03063479932
496	0.03063274499
497	0.03057572811
498	0.03048424518
499	0.03048169461
